id,name,galaxy,type,period,ra,dec,magU,magB,magV,magR,magI,magJ,magH,magK,magu,magg,magr,magi,magz,magG,magW1,magW2,magW3,magW4
21013,OGLE LMC SC17 33301,LMC,DCEP,5.78429,5 37 48.09,-70 13 56.60,,16.004,15.294,,14.546,,,,,,,,,,,,,
21012,OGLE LMC SC17 33296,LMC,DCEP,2.33216,5 37 41.92,-70 14 5.10,,15.904,15.313,,14.852,,,,,,,,,,,,,
21011,OGLE LMC SC17 33271,LMC,DCEP,3.26091,5 37 41.50,-70 15 36.70,,15.326,14.922,,14.442,,,,,,,,,,,,,
21009,OGLE LMC SC17 29040,LMC,DCEP,2.17079,5 37 51.26,-70 17 56.90,,16.043,15.606,,15.091,,,,,,,,,,,,,
21008,OGLE LMC SC17 29007,LMC,DCEP,2.93363,5 38 4.45,-70 17 48.80,,15.806,15.308,,14.733,,,,,,,,,,,,,
21006,OGLE LMC SC17 24611,LMC,DCEP,2.14942,5 37 50.31,-70 20 42.60,,16.201,15.702,,15.103,,,,,,,,,,,,,
21024,OGLE LMC SC17 76725,LMC,DCEP,7.52065,5 38 43.41,-70 38 45.50,,15.201,14.562,,13.903,,,,,,,,,,,,,
21026,OGLE LMC SC17 76788,LMC,DCEP,2.66053,5 38 37.79,-70 38 8.70,,16.215,15.817,,15.275,,,,,,,,,,,,,
21043,OGLE LMC SC17 94959,LMC,DCEP,2.18534,5 38 35.91,-70 22 7.70,,16.123,15.695,,15.112,,,,,,,,,,,,,
21027,OGLE LMC SC17 80220,LMC,DCEP,2.25894,5 38 39.85,-70 36 33.90,,15.87,15.457,,14.949,,,,,,,,,,,,,
21042,OGLE LMC SC17 94946,LMC,DCEP,3.5284,5 38 9.67,-70 22 40.90,,16.129,15.615,,14.997,,,,,,,,,,,,,
21041,OGLE LMC SC17 94941,LMC,DCEP,1.83452,5 38 17.05,-70 22 54.60,,15.888,15.564,,15.13,,,,,,,,,,,,,
21040,OGLE LMC SC17 94909,LMC,DCEP,2.67938,5 38 26.68,-70 23 12.70,,15.494,15.146,,14.666,,,,,,,,,,,,,
21039,OGLE LMC SC17 91102,LMC,DCEP,1.76885,5 38 8.46,-70 26 25.70,,16.143,15.759,,15.256,,,,,,,,,,,,,
21038,OGLE LMC SC17 91089,LMC,DCEP,3.54795,5 38 36.73,-70 27 16.60,,15.855,15.416,,14.856,,,,,,,,,,,,,
21037,OGLE LMC SC17 91079,LMC,DCEP,5.13171,5 38 17.10,-70 26 21.30,,16.299,15.611,,14.793,,,,,,,,,,,,,
21036,OGLE LMC SC17 87211,LMC,DCEP,3.8718,5 38 4.85,-70 27 34.10,,16.445,15.783,,15.038,,,,,,,,,,,,,
21035,OGLE LMC SC17 87209,LMC,DCEP,2.05397,5 38 19.23,-70 27 48.10,,16.297,15.842,,15.255,,,,,,,,,,,,,
21034,OGLE LMC SC17 87208,LMC,DCEP,3.19842,5 38 31.44,-70 27 52.50,,16.11,15.638,,15.061,,,,,,,,,,,,,
21033,OGLE LMC SC17 87165,LMC,DCEP,1.65139,5 38 45.93,-70 29 12.80,,16.024,15.464,,14.748,,,,,,,,,,,,,
21032,OGLE LMC SC17 83644,LMC,DCEP,1.95865,5 38 34.55,-70 33 11.10,,16.546,16.024,,15.37,,,,,,,,,,,,,
21031,OGLE LMC SC17 83619,LMC,DCEP,3.84576,5 38 42.38,-70 33 26.50,,16.132,15.593,,14.929,,,,,,,,,,,,,
21030,OGLE LMC SC17 80238,LMC,DCEP,3.53905,5 38 16.71,-70 34 56.90,,16.135,15.617,,14.995,,,,,,,,,,,,,
21029,OGLE LMC SC17 80229,LMC,DCEP,1.91583,5 38 27.78,-70 35 37.10,,16.344,15.875,,15.273,,,,,,,,,,,,,
21028,OGLE LMC SC17 80221,LMC,DCEP,2.39928,5 38 35.78,-70 36 29.30,,16.359,15.95,,15.42,,,,,,,,,,,,,
21084,OGLE LMC SC17 168290,LMC,DCEP,3.8131,5 39 6.88,-70 7 42.10,,17.106,16.334,,15.399,,,,,,,,,,,,,
21085,OGLE LMC SC17 168302,LMC,DCEP,1.58717,5 39 16.81,-70 6 35.90,,,16.009,,15.452,,,,,,,,,,,,,
21086,OGLE LMC SC17 168328,LMC,DCEP,2.92496,5 38 56.02,-70 8 33.00,,17.667,16.778,,15.699,,,,,,,,,,,,,
21149,OGLE LMC SC18 45402,LMC,DCEP,0.58084,5 40 16.96,-70 5 20.30,,17.894,17.511,,16.924,,,,,,,,,,,,,
21147,OGLE LMC SC18 29260,LMC,DCEP,3.24668,5 40 32.33,-70 18 2.10,,15.866,15.466,,14.968,,,,,,,,,,,,,
21146,OGLE LMC SC18 29199,LMC,DCEP,3.55086,5 40 15.54,-70 19 53.40,,16.142,15.56,,14.968,,,,,,,,,,,,,
21145,OGLE LMC SC18 29197,LMC,DCEP,6.61351,5 40 26.67,-70 19 57.80,,15.484,14.843,,14.225,,,,,,,,,,,,,
21144,OGLE LMC SC18 29194,LMC,DCEP,5.40901,5 40 33.03,-70 20 27.40,,15.907,15.215,,14.542,,,,,,,,,,,,,
21143,OGLE LMC SC18 29186,LMC,DCEP,3.95312,5 40 31.79,-70 21 0.60,,15.872,15.384,,14.837,,,,,,,,,,,,,
21142,OGLE LMC SC18 25039,LMC,DCEP,2.68245,5 40 26.40,-70 21 46.40,,16.182,15.734,,15.234,,,,,,,,,,,,,
21141,OGLE LMC SC18 24988,LMC,DCEP,4.11685,5 40 32.51,-70 23 18.80,,15.824,15.298,,14.742,,,,,,,,,,,,,
21140,OGLE LMC SC18 24980,LMC,DCEP,2.59515,5 40 31.14,-70 23 54.80,,15.587,15.186,,14.703,,,,,,,,,,,,,
21139,OGLE LMC SC18 20975,LMC,DCEP,3.04633,5 40 23.62,-70 25 43.90,,16.188,15.684,,15.144,,,,,,,,,,,,,
21138,OGLE LMC SC18 20966,LMC,DCEP,2.08029,5 40 13.02,-70 26 34.90,,16.125,15.656,,15.138,,,,,,,,,,,,,
21137,OGLE LMC SC18 17739,LMC,DCEP,2.03828,5 40 32.01,-70 28 29.10,,16.084,15.632,,15.128,,,,,,,,,,,,,
21136,OGLE LMC SC18 14864,LMC,DCEP,1.88796,5 40 33.08,-70 32 23.90,,16.537,15.996,,15.383,,,,,,,,,,,,,
21135,OGLE LMC SC18 3078,LMC,DCEP,3.54056,5 39 59.07,-70 46 41.20,,16.552,15.89,,15.151,,,,,,,,,,,,,
21134,OGLE LMC SC18 50,LMC,DCEP,1.61265,5 40 22.78,-70 49 48.30,,16.457,15.99,,15.485,,,,,,,,,,,,,
21131,OGLE LMC SC17 234288,LMC,DCEP,2.21433,5 39 45.90,-69 54 5.10,,16.213,15.773,,15.133,,,,,,,,,,,,,
21148,OGLE LMC SC18 37403,LMC,DCEP,2.15727,5 40 28.70,-70 10 38.40,,16.025,15.585,,15.04,,,,,,,,,,,,,
21150,OGLE LMC SC18 49311,LMC,DCEP,3.20597,5 40 33.40,-70 1 50.70,,16.415,15.87,,15.265,,,,,,,,,,,,,
21128,OGLE LMC SC17 227509,LMC,DCEP,7.19241,5 39 38.77,-70 2 31.40,,15.837,15.172,,14.299,,,,,,,,,,,,,
21151,OGLE LMC SC18 49343,LMC,DCEP,1.84819,5 40 32.65,-70 1 34.30,,16.618,16.078,,15.468,,,,,,,,,,,,,
21167,OGLE LMC SC18 85244,LMC,DCEP,4.06088,5 41 5.31,-70 19 36.50,,15.615,15.161,,14.651,,,,,,,,,,,,,
21166,OGLE LMC SC18 81459,LMC,DCEP,2.23416,5 40 51.94,-70 22 36.60,,16.566,16.123,,15.574,,,,,,,,,,,,,
21165,OGLE LMC SC18 81454,LMC,DCEP,2.02341,5 41 7.81,-70 22 55.10,,16.136,15.697,,15.146,,,,,,,,,,,,,
21164,OGLE LMC SC18 81440,LMC,DCEP,3.02592,5 41 6.47,-70 24 18.90,,16.402,15.892,,15.258,,,,,,,,,,,,,
21163,OGLE LMC SC18 81432,LMC,DCEP,3.99956,5 41 11.72,-70 21 54.80,,16.029,15.449,,14.842,,,,,,,,,,,,,
21162,OGLE LMC SC18 81430,LMC,DCEP,3.43483,5 40 42.95,-70 21 54.10,,15.85,15.387,,14.867,,,,,,,,,,,,,
21161,OGLE LMC SC18 81414,LMC,DCEP,5.10851,5 41 9.10,-70 24 10.40,,15.537,15.023,,14.439,,,,,,,,,,,,,
21159,OGLE LMC SC18 74813,LMC,DCEP,2.17022,5 40 47.55,-70 29 28.50,,16.095,15.618,,15.076,,,,,,,,,,,,,
21158,OGLE LMC SC18 72029,LMC,DCEP,3.10264,5 40 54.47,-70 32 56.30,,16.071,15.615,,15.059,,,,,,,,,,,,,
21157,OGLE LMC SC18 72000,LMC,DCEP,3.83799,5 40 43.06,-70 34 9.50,,16.324,15.7,,15.006,,,,,,,,,,,,,
21156,OGLE LMC SC18 69166,LMC,DCEP,2.13995,5 41 11.07,-70 35 48.80,,15.991,15.557,,15.018,,,,,,,,,,,,,
21155,OGLE LMC SC18 69137,LMC,DCEP,4.18846,5 40 39.75,-70 38 28.60,,16.481,15.774,,15.006,,,,,,,,,,,,,
21154,OGLE LMC SC18 60052,LMC,DCEP,1.25095,5 41 13.37,-70 47 43.50,,17.134,16.625,,16.005,,,,,,,,,,,,,
21153,OGLE LMC SC18 59963,LMC,DCEP,9.73272,5 40 39.60,-70 46 3.10,,15.182,14.449,,13.698,,,,,,,,,,,,,
21152,OGLE LMC SC18 53375,LMC,DCEP,1.8442,5 40 12.73,-69 57 39.90,,17.295,16.56,,15.706,,,,,,,,,,,,,
21129,OGLE LMC SC17 227513,LMC,DCEP,4.81286,5 39 47.33,-70 1 16.80,,15.643,15.163,,14.548,,,,,,,,,,,,,
21126,OGLE LMC SC17 224012,LMC,DCEP,4.91727,5 39 47.60,-70 3 54.60,,16.118,15.486,,14.711,,,,,,,,,,,,,
21087,OGLE LMC SC17 171481,LMC,DCEP,2.53758,5 39 19.27,-70 5 32.50,,16.473,15.851,,15.137,,,,,,,,,,,,,
21106,OGLE LMC SC17 203764,LMC,DCEP,4.10356,5 39 47.26,-70 24 42.80,,15.995,15.485,,14.825,,,,,,,,,,,,,
21104,OGLE LMC SC17 203718,LMC,DCEP,6.58887,5 39 32.35,-70 26 28.30,,15.559,14.931,,14.253,,,,,,,,,,,,,
21103,OGLE LMC SC17 200430,LMC,DCEP,2.02253,5 40 9.95,-70 27 45.50,,15.75,15.381,,14.956,,,,,,,,,,,,,
21102,OGLE LMC SC17 200426,LMC,DCEP,2.10921,5 39 32.13,-70 28 4.30,,15.702,15.388,,14.923,,,,,,,,,,,,,
21101,OGLE LMC SC17 200415,LMC,DCEP,2.87063,5 39 51.26,-70 28 52.40,,16.072,15.667,,15.131,,,,,,,,,,,,,
21100,OGLE LMC SC17 200401,LMC,DCEP,2.31284,5 40 5.17,-70 30 11.40,,16.441,15.846,,15.148,,,,,,,,,,,,,
21099,OGLE LMC SC17 200392,LMC,DCEP,2.45845,5 39 44.89,-70 30 47.70,,16.074,15.742,,15.279,,,,,,,,,,,,,
21098,OGLE LMC SC17 197292,LMC,DCEP,3.7977,5 40 1.84,-70 31 3.20,,15.806,15.357,,14.779,,,,,,,,,,,,,
21096,OGLE LMC SC17 194574,LMC,DCEP,3.88418,5 39 32.99,-70 35 15.10,,16.038,15.55,,14.904,,,,,,,,,,,,,
21095,OGLE LMC SC17 191790,LMC,DCEP,3.16689,5 39 35.04,-70 41 17.20,,16.976,16.28,,15.415,,,,,,,,,,,,,
21094,OGLE LMC SC17 189196,LMC,DCEP,2.79235,5 40 0.74,-70 42 35.90,,17.03,16.323,,15.563,,,,,,,,,,,,,
21093,OGLE LMC SC17 186006,LMC,DCEP,1.32054,5 39 0.96,-69 51 35.20,,,16.924,,16.214,,,,,,,,,,,,,
21092,OGLE LMC SC17 182624,LMC,DCEP,1.41322,5 39 26.71,-69 53 58.10,,17.161,16.646,,15.919,,,,,,,,,,,,,
21090,OGLE LMC SC17 175076,LMC,DCEP,3.44443,5 38 49.63,-70 1 10.10,,16.027,15.578,,14.966,,,,,,,,,,,,,
21089,OGLE LMC SC17 175068,LMC,DCEP,2.50347,5 39 26.56,-70 2 19.90,,15.792,15.406,,14.854,,,,,,,,,,,,,
21088,OGLE LMC SC17 171547,LMC,DCEP,1.96578,5 39 19.08,-70 4 28.80,,18.52,17.631,,16.384,,,,,,,,,,,,,
21105,OGLE LMC SC17 203724,LMC,DCEP,3.77734,5 39 52.65,-70 25 54.80,,15.699,15.301,,14.75,,,,,,,,,,,,,
21107,OGLE LMC SC17 203767,LMC,DCEP,1.99022,5 40 10.84,-70 24 30.60,,16.011,15.598,,15.114,,,,,,,,,,,,,
21125,OGLE LMC SC17 223982,LMC,DCEP,4.86337,5 39 52.85,-70 4 50.60,,15.797,15.216,,14.573,,,,,,,,,,,,,
21108,OGLE LMC SC17 207446,LMC,DCEP,8.27609,5 39 38.36,-70 23 19.30,,14.974,14.397,,13.741,,,,,,,,,,,,,
21123,OGLE LMC SC17 214860,LMC,DCEP,2.3032,5 40 7.87,-70 15 4.50,,17.835,16.881,,15.729,,,,,,,,,,,,,
21122,OGLE LMC SC17 214859,LMC,DCEP,1.95427,5 39 55.69,-70 15 12.50,,16.491,16.057,,15.37,,,,,,,,,,,,,
21121,OGLE LMC SC17 214843,LMC,DCEP,5.55748,5 40 1.85,-70 16 13.00,,18.067,16.758,,15.361,,,,,,,,,,,,,
21120,OGLE LMC SC17 214838,LMC,DCEP,4.91988,5 39 50.16,-70 13 26.40,,15.781,15.213,,14.554,,,,,,,,,,,,,
21119,OGLE LMC SC17 214828,LMC,DCEP,4.78954,5 39 44.33,-70 16 28.70,,16.23,15.551,,14.803,,,,,,,,,,,,,
21118,OGLE LMC SC17 211372,LMC,DCEP,2.11299,5 39 44.79,-70 19 13.80,,17.686,16.788,,15.698,,,,,,,,,,,,,
21117,OGLE LMC SC17 211317,LMC,DCEP,2.38439,5 39 46.73,-70 19 30.00,,15.969,15.571,,14.964,,,,,,,,,,,,,
21116,OGLE LMC SC17 211311,LMC,DCEP,2.21012,5 39 32.25,-70 19 39.40,,16.041,15.617,,15.039,,,,,,,,,,,,,
21115,OGLE LMC SC17 211310,LMC,DCEP,2.02351,5 39 59.24,-70 19 46.30,,16.04,15.723,,15.178,,,,,,,,,,,,,
21114,OGLE LMC SC17 211288,LMC,DCEP,3.0684,5 39 41.00,-70 20 0.40,,15.557,15.133,,14.562,,,,,,,,,,,,,
21113,OGLE LMC SC17 207506,LMC,DCEP,3.27831,5 40 8.16,-70 21 35.90,,16.238,15.692,,15.101,,,,,,,,,,,,,
21112,OGLE LMC SC17 207502,LMC,DCEP,2.13408,5 39 32.42,-70 21 48.00,,15.97,15.578,,15.042,,,,,,,,,,,,,
21111,OGLE LMC SC17 207496,LMC,DCEP,2.31667,5 39 41.77,-70 22 7.40,,15.691,15.349,,14.874,,,,,,,,,,,,,
21110,OGLE LMC SC17 207480,LMC,DCEP,3.58369,5 40 6.30,-70 23 31.40,,16.038,15.531,,14.955,,,,,,,,,,,,,
21109,OGLE LMC SC17 207457,LMC,DCEP,3.64386,5 39 33.20,-70 22 34.60,,15.815,15.386,,14.826,,,,,,,,,,,,,
20656,OGLE LMC SC10 250300,LMC,DCEP,2.29578,5 12 13.34,-69 11 52.60,,15.471,15.198,,14.743,,,,,,,,,,,,,
20654,OGLE LMC SC10 245236,LMC,DCEP,10.34857,5 12 26.13,-69 13 56.90,,14.727,14.166,,13.489,,,,,,,,,,,,,
21347,OGLE LMC-SC16 177941,LMC,DCEP,1.29934,5 36 54.72,-70 8 10.50,,17.478,16.886,,16.105,,,,,,,,,,,,,
20207,OGLE LMC SC4 167923,LMC,DCEP,12.35968,5 25 59.15,-69 54 49.00,,15.162,14.365,,13.55,,,,,,,,,,,,,
20215,OGLE LMC SC4 176276,LMC,DCEP,5.60157,5 26 7.95,-69 51 31.70,,15.567,15.038,,14.387,,,,,,,,,,,,,
20214,OGLE LMC SC4 176266,LMC,DCEP,8.80152,5 25 40.60,-69 50 13.50,,15.567,14.861,,14.071,,,,,,,,,,,,,
20213,OGLE LMC SC4 176264,LMC,DCEP,7.29487,5 26 6.26,-69 50 24.60,,15.358,14.739,,14.065,,,,,,,,,,,,,
20211,OGLE LMC SC4 168269,LMC,DCEP,0.72923,5 26 2.05,-69 52 10.00,,17.289,17.103,,16.557,,,,,,,,,,,,,
20210,OGLE LMC SC4 167981,LMC,DCEP,3.08354,5 25 53.16,-69 53 10.60,,15.722,15.274,,14.666,,,,,,,,,,,,,
20209,OGLE LMC SC4 167975,LMC,DCEP,3.13584,5 26 0.54,-69 53 33.50,,15.689,15.262,,14.662,,,,,,,,,,,,,
20208,OGLE LMC SC4 167947,LMC,DCEP,4.68016,5 25 54.90,-69 54 51.30,,15.896,15.354,,14.714,,,,,,,,,,,,,
20206,OGLE LMC SC4 152290,LMC,DCEP,1.88801,5 25 39.78,-70 1 32.80,,16.495,16.03,,15.447,,,,,,,,,,,,,
20238,OGLE LMC SC4 296040,LMC,DCEP,4.04366,5 26 19.05,-69 48 8.70,,15.838,15.324,,14.762,,,,,,,,,,,,,
20205,OGLE LMC SC4 145322,LMC,DCEP,2.14336,5 25 52.60,-70 5 30.30,,15.533,15.267,,14.855,,,,,,,,,,,,,
20204,OGLE LMC SC4 138319,LMC,DCEP,2.01811,5 25 56.33,-70 9 0.70,,16.142,15.749,,15.223,,,,,,,,,,,,,
20203,OGLE LMC SC4 131738,LMC,DCEP,3.12196,5 25 58.63,-70 9 49.10,,15.225,14.88,,14.388,,,,,,,,,,,,,
20202,OGLE LMC SC4 105933,LMC,DCEP,1.0593,5 25 27.38,-69 29 43.20,,16.949,16.598,,16.116,,,,,,,,,,,,,
20201,OGLE LMC SC4 105884,LMC,DCEP,1.87449,5 25 19.28,-69 27 5.20,,16.696,16.342,,15.865,,,,,,,,,,,,,
20200,OGLE LMC SC4 105767,LMC,DCEP,3.98614,5 25 33.29,-69 29 44.40,,15.759,15.293,,14.752,,,,,,,,,,,,,
20199,OGLE LMC SC4 98151,LMC,DCEP,1.38238,5 25 2.65,-69 32 8.40,,16.652,16.266,,15.727,,,,,,,,,,,,,
20216,OGLE LMC SC4 176307,LMC,DCEP,2.97626,5 25 44.51,-69 49 46.60,,15.23,14.876,,14.405,,,,,,,,,,,,,
20217,OGLE LMC SC4 176354,LMC,DCEP,6.81587,5 25 41.16,-69 50 52.60,,16.557,16.105,,15.483,,,,,,,,,,,,,
20218,OGLE LMC SC4 194399,LMC,DCEP,5.04554,5 26 15.75,-69 42 4.40,,15.368,14.947,,14.415,,,,,,,,,,,,,
20219,OGLE LMC SC4 203556,LMC,DCEP,3.19079,5 26 17.53,-69 40 2.50,,15.27,14.897,,14.401,,,,,,,,,,,,,
20236,OGLE LMC SC4 296000,LMC,DCEP,4.13355,5 26 31.77,-69 50 26.90,,15.735,15.24,,14.703,,,,,,,,,,,,,
20235,OGLE LMC SC4 295966,LMC,DCEP,7.5183,5 26 44.67,-69 48 9.60,,15.11,14.563,,13.983,,,,,,,,,,,,,
20234,OGLE LMC SC4 295958,LMC,DCEP,5.28506,5 26 18.04,-69 48 33.40,,15.525,14.968,,14.355,,,,,,,,,,,,,
20233,OGLE LMC SC4 295932,LMC,DCEP,4.1664,5 26 48.75,-69 51 33.70,,15.057,14.6,,14.104,,,,,,,,,,,,,
20232,OGLE LMC SC4 287408,LMC,DCEP,2.2377,5 26 19.61,-69 53 18.50,,15.538,15.248,,14.812,,,,,,,,,,,,,
20231,OGLE LMC SC4 287407,LMC,DCEP,3.20771,5 26 25.48,-69 53 20.60,,15.021,14.684,,14.248,,,,,,,,,,,,,
20229,OGLE LMC SC4 271225,LMC,DCEP,4.94243,5 26 55.48,-70 1 4.00,,15.407,14.952,,14.38,,,,,,,,,,,,,
20228,OGLE LMC SC4 271200,LMC,DCEP,28.10084,5 26 55.90,-69 58 48.80,,14.091,13.272,,12.439,,,,,,,,,,,,,
20227,OGLE LMC SC4 264185,LMC,DCEP,7.17139,5 26 55.83,-70 4 47.30,,15.394,14.812,,14.122,,,,,,,,,,,,,
20226,OGLE LMC SC4 257687,LMC,DCEP,2.70653,5 26 52.31,-70 8 28.70,,16.378,15.932,,15.345,,,,,,,,,,,,,
20225,OGLE LMC SC4 257661,LMC,DCEP,2.1847,5 26 33.39,-70 6 56.10,,16.296,15.822,,15.196,,,,,,,,,,,,,
20224,OGLE LMC SC4 257644,LMC,DCEP,3.13236,5 26 38.07,-70 9 1.50,,16.262,15.784,,15.19,,,,,,,,,,,,,
20223,OGLE LMC SC4 245640,LMC,DCEP,4.15771,5 26 58.38,-70 15 48.90,,15.916,15.405,,14.793,,,,,,,,,,,,,
20221,OGLE LMC SC4 219811,LMC,DCEP,6.31084,5 25 45.42,-69 31 14.30,,15.556,14.958,,14.29,,,,,,,,,,,,,
20220,OGLE LMC SC4 203564,LMC,DCEP,2.81384,5 25 59.76,-69 39 36.20,,15.465,15.114,,14.604,,,,,,,,,,,,,
20198,OGLE LMC SC4 80546,LMC,DCEP,4.48914,5 25 22.35,-69 40 57.00,,15.457,14.77,,14.191,,,,,,,,,,,,,
20197,OGLE LMC SC4 71658,LMC,DCEP,2.86806,5 25 17.14,-69 41 20.80,,16.113,15.692,,15.173,,,,,,,,,,,,,
20196,OGLE LMC SC4 62567,LMC,DCEP,2.9466,5 25 24.11,-69 44 57.40,,15.871,15.484,,15.002,,,,,,,,,,,,,
20177,OGLE LMC SC4 41,LMC,DCEP,3.37444,5 25 32.52,-70 13 2.10,,16.152,15.696,,15.111,,,,,,,,,,,,,
20175,OGLE LMC SC3 421512,LMC,DCEP,3.18608,5 29 45.45,-69 36 58.20,,15.753,15.293,,14.652,,,,,,,,,,,,,
20174,OGLE LMC SC3 421504,LMC,DCEP,4.40976,5 29 52.20,-69 37 21.40,,15.844,15.382,,14.736,,,,,,,,,,,,,
20173,OGLE LMC SC3 400608,LMC,DCEP,3.53177,5 29 38.53,-69 47 29.10,,15.289,14.894,,14.322,,,,,,,,,,,,,
20172,OGLE LMC SC3 393051,LMC,DCEP,5.33707,5 29 48.45,-69 49 50.70,,15.411,15.054,,14.432,,,,,,,,,,,,,
20171,OGLE LMC SC3 384989,LMC,DCEP,5.93825,5 29 41.87,-69 51 54.50,,15.593,15.035,,14.337,,,,,,,,,,,,,
20170,OGLE LMC SC3 368172,LMC,DCEP,4.92023,5 29 33.78,-70 0 32.80,,15.772,15.256,,14.579,,,,,,,,,,,,,
20169,OGLE LMC SC3 328748,LMC,DCEP,2.57439,5 29 8.96,-69 24 13.20,,16.072,15.731,,15.227,,,,,,,,,,,,,
20168,OGLE LMC SC3 322990,LMC,DCEP,4.68187,5 29 21.43,-69 27 59.60,,15.571,15.041,,14.413,,,,,,,,,,,,,
20167,OGLE LMC SC3 317051,LMC,DCEP,2.35018,5 29 15.31,-69 30 40.90,,15.447,15.168,,14.732,,,,,,,,,,,,,
20166,OGLE LMC SC3 317016,LMC,DCEP,7.41317,5 29 14.59,-69 31 5.70,,15.377,14.773,,14.084,,,,,,,,,,,,,
20164,OGLE LMC SC3 282042,LMC,DCEP,2.35744,5 29 19.20,-69 49 53.60,,15.852,15.431,,14.897,,,,,,,,,,,,,
20163,OGLE LMC SC3 282040,LMC,DCEP,4.11589,5 28 51.43,-69 50 4.30,,15.441,15.056,,14.557,,,,,,,,,,,,,
20162,OGLE LMC SC3 274410,LMC,DCEP,2.44609,5 29 2.90,-69 53 24.90,,15.761,15.365,,14.815,,,,,,,,,,,,,
20161,OGLE LMC SC3 274376,LMC,DCEP,4.04353,5 29 12.45,-69 53 26.80,,15.394,14.919,,14.3,,,,,,,,,,,,,
20159,OGLE LMC SC3 250776,LMC,DCEP,4.61334,5 28 53.58,-70 4 9.80,,17.175,16.355,,15.314,,,,,,,,,,,,,
20176,OGLE LMC SC3 444282,LMC,DCEP,6.227,5 29 33.25,-69 21 1.60,,15.522,14.982,,14.278,,,,,,,,,,,,,
20178,OGLE LMC SC4 65,LMC,DCEP,1.6793,5 25 20.25,-70 15 9.40,,16.454,16.027,,15.517,,,,,,,,,,,,,
20195,OGLE LMC SC4 53552,LMC,DCEP,5.22614,5 25 21.40,-69 49 1.70,,15.461,14.954,,14.379,,,,,,,,,,,,,
20179,OGLE LMC SC4 6353,LMC,DCEP,4.07697,5 25 28.41,-70 11 58.80,,15.886,15.394,,14.821,,,,,,,,,,,,,
20194,OGLE LMC SC4 53546,LMC,DCEP,6.4064,5 25 27.20,-69 49 29.40,,15.481,14.865,,14.233,,,,,,,,,,,,,
20193,OGLE LMC SC4 53528,LMC,DCEP,9.37787,5 25 28.95,-69 50 3.10,,17.09,16.047,,14.798,,,,,,,,,,,,,
20192,OGLE LMC SC4 53527,LMC,DCEP,7.68497,5 25 31.44,-69 50 3.70,,16.548,15.648,,14.626,,,,,,,,,,,,,
20191,OGLE LMC SC4 53518,LMC,DCEP,5.56706,5 25 30.32,-69 50 13.40,,16.311,15.557,,14.777,,,,,,,,,,,,,
20190,OGLE LMC SC4 53514,LMC,DCEP,5.97623,5 25 21.10,-69 50 17.50,,15.793,15.163,,14.453,,,,,,,,,,,,,
20189,OGLE LMC SC4 53468,LMC,DCEP,5.93589,5 25 18.00,-69 49 37.60,,15.259,14.794,,14.222,,,,,,,,,,,,,
20188,OGLE LMC SC4 53463,LMC,DCEP,5.39528,5 25 34.44,-69 50 8.30,,15.571,14.93,,14.179,,,,,,,,,,,,,
20187,OGLE LMC SC4 53458,LMC,DCEP,6.62008,5 25 15.26,-69 50 59.80,,15.617,14.964,,14.282,,,,,,,,,,,,,
20186,OGLE LMC SC4 45203,LMC,DCEP,1.15915,5 25 23.43,-69 52 32.60,,17.139,16.821,,16.352,,,,,,,,,,,,,
20185,OGLE LMC SC4 44876,LMC,DCEP,6.05525,5 25 28.81,-69 54 44.50,,15.642,15.042,,14.371,,,,,,,,,,,,,
20184,OGLE LMC SC4 44867,LMC,DCEP,7.18231,5 25 30.26,-69 52 15.60,,15.082,14.527,,13.924,,,,,,,,,,,,,
20183,OGLE LMC SC4 36266,LMC,DCEP,6.80634,5 25 29.28,-69 55 12.50,,15.885,15.133,,14.358,,,,,,,,,,,,,
20182,OGLE LMC SC4 36200,LMC,DCEP,3.47691,5 25 12.86,-69 56 51.10,,15.207,14.818,,14.327,,,,,,,,,,,,,
20181,OGLE LMC SC4 20960,LMC,DCEP,2.91645,5 25 10.51,-70 5 10.30,,15.237,14.939,,14.499,,,,,,,,,,,,,
20180,OGLE LMC SC4 13514,LMC,DCEP,5.00697,5 25 4.13,-70 6 29.30,,15.987,15.368,,14.652,,,,,,,,,,,,,
20237,OGLE LMC SC4 296023,LMC,DCEP,3.54556,5 26 36.13,-69 49 18.30,,16.026,15.513,,14.958,,,,,,,,,,,,,
20239,OGLE LMC SC4 296047,LMC,DCEP,3.08645,5 26 28.87,-69 51 20.00,,15.967,15.565,,15.063,,,,,,,,,,,,,
20322,OGLE LMC SC5 356870,LMC,DCEP,2.93858,5 24 52.69,-70 0 55.40,,16.349,15.89,,15.275,,,,,,,,,,,,,
20293,OGLE LMC SC5 118861,LMC,DCEP,2.99679,5 23 14.05,-70 6 24.20,,16.224,15.757,,15.193,,,,,,,,,,,,,
20300,OGLE LMC SC5 145264,LMC,DCEP,5.73142,5 23 19.32,-69 53 35.30,,15.108,14.714,,14.181,,,,,,,,,,,,,
20299,OGLE LMC SC5 138037,LMC,DCEP,5.49187,5 23 37.89,-69 57 53.60,,15.624,15.107,,14.477,,,,,,,,,,,,,
20298,OGLE LMC SC5 138033,LMC,DCEP,4.06457,5 23 9.42,-69 58 8.70,,16.051,15.522,,14.911,,,,,,,,,,,,,
